candidate_phrase,frequency,source,score,action_code,standard_form
hold down,12,Gensim,41.68515837104072,,
national association,12,Gensim,61.03203837184652,,
two decades,12,Gensim,93.22047275965352,,
london stock,12,Gensim,14.590465631929046,,
small cars,12,Gensim,111.69819098889374,,
aide says,12,Gensim,23.931844631946465,,
his candidacy,12,Gensim,46.668794326241134,,
party members,12,Gensim,20.931990038899187,,
nuclear missiles,12,Gensim,52.20329570696768,,
united breweries,12,NER,,,
say how,12,Gensim,10.398234683281412,,
biological weapons,12,Gensim,549.4048187022901,,
an active,12,Gensim,13.687937572061951,,
insurance co.,12,Gensim,21.631898786489838,,
under pressure,12,Gensim,35.53516324137505,,
secretary regan,12,Gensim,366.15341812400635,,
last minute,12,Gensim,75.38805237315876,,
senate bill,12,Gensim,53.2645297069775,,
ounce yesterday,12,Gensim,13.240877549025809,,
u.s.-soviet relations,12,Gensim,506.17692307692306,,
points or,12,Gensim,15.076919551968158,,
high risk,12,Gensim,45.2867901525877,,
higher prices,12,Gensim,16.627716410367483,,
exchange markets,12,Gensim,11.807404027561315,,
exchange manager,12,Gensim,24.80297449814767,,
inflation adjusted,12,Gensim,380.0503300330033,,
sovereignty over,12,Gensim,87.66386266747868,,
looked like,12,Gensim,106.23178044280444,,
discount corp.,12,Gensim,128.6578962069158,,
du pont,12,NER,,,
commodity services,12,Gensim,52.41238450684994,,
tokyo monday,12,Gensim,64.56700308382395,,
consulting firm,12,Gensim,430.3260463378176,,
the securities and exchange commission,12,NER,,,
mr. bu,12,Gensim,42.602756196818355,,
the united kingdom,12,NER,,,
mr. brinkley,12,Gensim,24.578513190472123,,
monday gold,12,Gensim,26.253690510116844,,
central american,12,NER,,,
mr. au,12,Gensim,45.6458102108768,,
the agriculture department,12,NER,,,
months later,12,Gensim,27.15541432816111,,
commerce department,12,NER,,,
coming months,12,Gensim,61.42923823749067,,
moratorium on,12,Gensim,24.63740907145914,,
i never,12,Gensim,12.379090342277262,,
chairman paul,12,Gensim,73.78908753043702,,
clifford an,12,Gensim,46.70002230468196,,
most likely,12,Gensim,11.940115507444736,,
houston oil & minerals,12,NER,,,
territory expires,12,Gensim,1447.583280955374,,
n't disclose,12,Gensim,22.838294791955892,,
can lead,12,Gensim,21.410490011062667,,
budget committee,12,Gensim,37.01550948248152,,
discount corp. of new york,12,NER,,,
figure out,12,Gensim,18.094648847824892,,
mr. tan,12,Gensim,31.95206714761376,,
depending on,12,Gensim,41.06234845243189,,
went into,12,Gensim,25.33222975053896,,
stepped up,12,Gensim,90.71271022883926,,
hongkong & shanghai banking corp.,12,NER,,,
mccormack dodge,12,Gensim,12654.423076923078,,
could mean,12,Gensim,39.710760901425935,,
systems inc.,12,Gensim,54.4006283068783,,
merchant banking,12,Gensim,393.5586124401914,,
told reporters,12,Gensim,75.78994998025536,,
mr. mckee,12,Gensim,39.940083934517205,,
pay levels,12,Gensim,61.54414515525626,,
coupled with,12,Gensim,52.625559820857326,,
middle class,12,Gensim,291.38474190283404,,
midland bank,12,NER,,,
konstantin chernenko,12,NER,,,
i feel,12,Gensim,28.22432598039216,,
james t.,12,Gensim,767.7016666666667,,
week ended,12,Gensim,34.805878797037934,,
bank of america,12,NER,,,
iraq war,12,Gensim,127.87213369607461,,
bankers say,12,Gensim,21.22716547770466,,
nuclear war,12,Gensim,27.424772859881635,,
rev. jesse,12,Gensim,3916.845238095238,,
growth rate,12,Gensim,24.710631632029013,,
profit margins,12,Gensim,393.69316239316237,,
great deal,12,Gensim,167.66926324985442,,
washington post,12,Gensim,76.79064417177915,,
any case,12,Gensim,12.04804875496966,,
viewed as,12,Gensim,27.621791796593907,,
francois mitterrand,12,NER,,,
put pressure,12,Gensim,66.09001951331497,,
friday afternoon,12,Gensim,51.4258122139109,,
president marcos,12,Gensim,31.384721256966873,,
analysts expect,12,Gensim,67.59722344515865,,
an italian,12,Gensim,14.979252437350814,,
jamaica 's,12,Gensim,10.58334405558415,,
general electric co.,12,NER,,,
an economist,12,Gensim,11.505802596805697,,
general motors,12,Gensim,335.5339452214452,,
have gone,12,Gensim,19.15996971814582,,
royal dutch,12,Gensim,1782.5890092879258,,
better off,12,Gensim,29.93533586357492,,
organizing committee,12,Gensim,410.53565062388594,,
international commodity,12,Gensim,17.304088778024884,,
bank bumiputra,12,NER,,,
five months,12,Gensim,16.140845761381478,,
presidential nomination,12,Gensim,205.2312422028159,,
rose slightly,12,Gensim,58.123990510801534,,
has developed,12,Gensim,11.022119806846515,,
stocks volume,11,Gensim,249.22232041408913,,
hong kong telephone,11,NER,,,
defense secretary,11,Gensim,43.1683796195058,,
three networks,11,Gensim,33.04469367258118,,
defense budget,11,Gensim,30.07633006277043,,
has written,11,Gensim,10.31961107190465,,
commercial bank,11,Gensim,12.038161794299512,,
hongkong land,11,NER,,,
came after,11,Gensim,10.980282003504186,,
marsh mclennan,11,Gensim,14955.227272727274,,
decade ago,11,Gensim,119.85974499089254,,
matter how,11,Gensim,61.52688172043011,,
summer games,11,Gensim,130.38042401426588,,
pan american,11,Gensim,144.0310812782723,,
superpower relations,11,Gensim,537.1673469387755,,
supported by,11,Gensim,10.91507749130538,,
current rate,11,Gensim,16.114099602471697,,
syrian backed,11,Gensim,703.7754010695187,,
cubic feet,11,Gensim,2043.5714285714284,,
came out,11,Gensim,10.06239009098555,,
genetic engineering,11,Gensim,904.3014200641319,,
accompanied by,11,Gensim,33.427424817122734,,
still higher,11,Gensim,12.662946213797749,,
speed skating,11,Gensim,2570.4296875,,
spot index,11,Gensim,476.7181840135233,,
staff members,11,Gensim,18.964858010221725,,
persian gulf,11,NER,,,
maj gen.,11,Gensim,1584.3418940609952,,
doing so,11,Gensim,23.22568120852746,,
toxic waste,11,Gensim,1281.8766233766235,,
business machines,11,Gensim,84.85235332043843,,
rapeseed oil,11,Gensim,196.48551806509408,,
hewlett packard,11,Gensim,16314.793388429753,,
majority leader,11,Gensim,198.68055555555554,,
state controlled,11,Gensim,51.20590371446358,,
mr. yannikios,11,Gensim,42.134594040809354,,
depends on,11,Gensim,26.397224005134785,,
'll get,11,Gensim,34.72392745949939,,
step toward,11,Gensim,188.8719862227325,,
health care,11,Gensim,309.41849529780563,,
chief corporate,11,Gensim,54.58112143331122,,
merchant bank,11,Gensim,77.81811731315042,,
parent company,11,Gensim,40.452663934426226,,
task force,11,Gensim,249.25378787878788,,
you think,11,Gensim,10.98266442646846,,
connected with,11,Gensim,27.064573622155198,,
how long,11,Gensim,12.772321428571429,,
mr. deaver,11,Gensim,28.828932764764296,,
castro 's,11,Gensim,11.95780432254313,,
concedes that,11,Gensim,10.31653706258623,,
organized labor,11,Gensim,358.0790857972066,,
the third world,11,NER,,,
investment bankers,11,Gensim,39.19800643342202,,
commerce secretary,11,Gensim,109.54994450610432,,
had risen,11,Gensim,44.37154416722859,,
communications commission,11,Gensim,159.05970510031423,,
asian countries,11,Gensim,50.56971591054641,,
harder for,11,Gensim,11.04546675320606,,
he explains,11,Gensim,17.79902623748986,,
commodity prices,11,Gensim,15.991785749003595,,
month declined,11,Gensim,23.086071804467313,,
commodities dow,11,Gensim,677.2178387650087,,
these include,11,Gensim,30.15028636884307,,
professor at,11,Gensim,16.37977099236641,,
come down,11,Gensim,18.805334603477018,,
cash flow,11,Gensim,345.1206293706294,,
go back,11,Gensim,19.581895012498514,,
organized crime,11,Gensim,952.7461389961389,,
this season,11,Gensim,16.613283288169256,,
creditor banks,11,Gensim,182.38082039911308,,
this kind,11,Gensim,10.104986742288517,,
tax cuts,11,Gensim,34.8957946651111,,
capt hsu,11,Gensim,8225.375,,
penalty duties,11,Gensim,2358.5304659498206,,
parliamentary elections,11,Gensim,824.5989974937343,,
television coverage,11,Gensim,95.53281068524971,,
the common market,11,NER,,,
told me,11,Gensim,52.71268357810414,,
paul volcker,11,NER,,,
lynch co.,11,Gensim,83.92526145735907,,
annual meeting,11,Gensim,76.21969111969112,,
western diplomats,11,Gensim,140.21521414873214,,
opposition leaders,11,Gensim,68.94216665502549,,
come back,11,Gensim,21.48458926472509,,
the bank of china,11,NER,,,
mr. holmes,11,Gensim,26.083320120501032,,
figure skating,11,Gensim,618.4492481203007,,
point above,11,Gensim,97.22665484633569,,
smaller than,11,Gensim,21.02153171188823,,
an internal,11,Gensim,12.372473441759894,,
policy makers,11,Gensim,77.23356807511738,,
shares dow,11,Gensim,133.92740841248303,,
express inc.,11,Gensim,84.4602746759081,,
left wing,11,Gensim,260.09090909090907,,
sen. gary,11,Gensim,171.94408152599945,,
two dozen,11,Gensim,33.16739192526756,,
share prices,11,Gensim,14.252328351743556,,
who heads,11,Gensim,45.287680660702,,
under control,11,Gensim,15.705273039714868,,
fixed income,11,Gensim,376.8785796105384,,
london interbank,11,Gensim,150.4641768292683,,
next day,11,Gensim,13.155162532819768,,
other nations,11,Gensim,10.216059285632964,,
president gemayel,11,Gensim,49.72644147207738,,
net rose,11,Gensim,30.300225629691028,,
revenue rose,11,Gensim,32.38336614173228,,
jones futures,11,Gensim,140.2052556818182,,
u.s.-china trade,11,Gensim,149.3712167070218,,
always been,11,Gensim,12.023058370687975,,
reserve system,11,Gensim,55.2193006993007,,
law enforcement,11,Gensim,210.0542668652905,,
ended up,11,Gensim,12.56022141630082,,
jones industrials,11,Gensim,2243.284090909091,,
his son,11,Gensim,18.18264714009395,,
enthusiasm for,11,Gensim,11.04546675320606,,
next five,11,Gensim,14.027698823261897,,
black market,11,Gensim,17.37755281690141,,
environmental protection,11,Gensim,1265.4423076923078,,
already own,11,Gensim,20.1011119257087,,
an eye,11,Gensim,20.620789069599827,,
especially attractive,11,Gensim,169.96039603960395,,
futures index,11,Gensim,111.05366786678668,,
bonds dow,11,Gensim,166.94207188160675,,
basic money,11,Gensim,54.26305662451897,,
earned $,11,Gensim,15.833507114326505,,
treasury bonds,11,Gensim,69.55919661733614,,
an alternative,11,Gensim,20.620789069599827,,
austerity program,11,Gensim,236.98559423769507,,
southeast asian,11,NER,,,
an unusual,11,Gensim,17.012150982419854,,
financial system,11,Gensim,18.57529992942837,,
president suharto,11,Gensim,91.16514269880854,,
acli international commodity services inc.,11,NER,,,
soybean oil,11,Gensim,85.64753351555382,,
low prices,11,Gensim,21.155799897119344,,
several weeks,11,Gensim,31.88747819344834,,
being held,11,Gensim,23.67269849264309,,
kuala lumpur,11,NER,,,
among others,11,Gensim,32.762260393328354,,
being made,11,Gensim,11.114620633740962,,
vest securities,11,Gensim,398.00201612903226,,
apple computer,11,Gensim,134.22791867818046,,
bette raptopoulos,11,NER,,,
turned into,11,Gensim,24.60845175766642,,
british petroleum co.,11,NER,,,
source close,11,Gensim,114.12244190079778,,
north carolina,11,NER,,,
news shows,11,Gensim,46.4535485692771,,
federal communications,11,Gensim,67.82415996701711,,
some observers,11,Gensim,32.71339796172011,,
far too,11,Gensim,17.29185462890779,,
second half,11,Gensim,39.340175368672774,,
occidental petroleum,10,Gensim,1450.6834215167548,,
the north sea,10,NER,,,
the nuclear regulatory commission,10,NER,,,
the federal reserve system,10,NER,,,
the new york times,10,NER,,,
seven years,10,Gensim,14.427824698958963,,
the federal communications commission,10,NER,,,
were forced,10,Gensim,14.440109195604087,,
petroleum co.,10,Gensim,49.215431101537725,,
president ferdinand,10,Gensim,124.31610368019346,,
u.s. trust,10,NER,,,
safety levels,10,Gensim,90.66771384479718,,
three quarters,10,Gensim,123.31896551724138,,
same thing,10,Gensim,50.502701541106404,,
rising interest,10,Gensim,22.901063563215192,,
previously had,10,Gensim,12.898704699775752,,
north korean,10,NER,,,
population control,10,Gensim,78.3667587652439,,
"sears, roebuck & co.",10,NER,,,
secretary general,10,Gensim,33.83535582064994,,
secretary malcolm,10,Gensim,879.7192513368983,,
venture capital,10,Gensim,47.60054976851852,,
securities analysts,10,Gensim,23.947173052288345,,
mr. frank,10,Gensim,10.143513380194847,,
very few,10,Gensim,15.96772628002912,,
mr. bobolas,10,Gensim,35.11216170067446,,
will decide,10,Gensim,13.407840580300746,,
producer price,10,Gensim,49.136051373954594,,
sen. john,10,Gensim,35.82168365124989,,
tax increase,10,Gensim,10.426649173511814,,
mr. gemayel,10,Gensim,13.832063700265698,,
protection agency,10,Gensim,93.39057621345444,,
oil exploration,10,Gensim,84.349843613803,,
we hope,10,Gensim,12.797757966143887,,
per share,10,Gensim,91.62211083263715,,
quarter loss,10,Gensim,36.68930371559838,,
stock index,10,Gensim,42.306159187347305,,
mr. scanlon,10,Gensim,32.60415015062629,,
took place,10,Gensim,50.868119975262836,,
were arrested,10,Gensim,21.104774978190587,,
why do,10,Gensim,14.038871821129886,,
n't understand,10,Gensim,12.605552320235395,,
pages $,10,Gensim,17.254462880996833,,
red tape,10,Gensim,777.0784128483704,,
mr. speakes,10,Gensim,26.850476594633413,,
steel corp.,10,Gensim,20.59793904790524,,
south china sea,10,NER,,,
took profits,10,Gensim,85.64530403998334,,
state savings,10,NER,,,
n't fly,10,Gensim,12.605552320235395,,
real thing,10,Gensim,56.656392065022736,,
treasury bills,10,Gensim,163.98275518341308,,
traffic controllers,10,Gensim,427.2922077922078,,
st. louis,10,NER,,,
spare parts,10,Gensim,1495.5227272727273,,
traffic control,10,Gensim,83.45550933441558,,
n't affect,10,Gensim,11.319271471231783,,
per capita,10,Gensim,2611.2301587301586,,
quarter ended,10,Gensim,44.87384069830878,,
too often,10,Gensim,24.951842863643257,,
well below,10,Gensim,49.65664523529234,,
u.s. embassy,10,Gensim,16.314361934229836,,
television stations,10,Gensim,90.66771384479718,,
public policy,10,Gensim,11.791384438949217,,
share price,10,Gensim,10.689246263807666,,
president francois,10,Gensim,97.67693860586628,,
mr. hu,10,Gensim,19.019087587865336,,
washington d.c.,10,Gensim,504.62423312883436,,
net worth,10,Gensim,126.58317943982765,,
tax profit,10,Gensim,14.087561549989296,,
specializes in,10,Gensim,11.093634095353698,,
opposition leader,10,Gensim,57.17426059152678,,
she added,10,Gensim,13.400086343124318,,
rely on,10,Gensim,23.464199115675367,,
will reach,10,Gensim,10.008669728956894,,
mr. miller,10,Gensim,18.258324084350722,,
will receive,10,Gensim,14.212311015118791,,
write off,10,Gensim,85.00800950806118,,
put together,10,Gensim,76.93018144407033,,
swiss franc,10,Gensim,1277.232142857143,,
supreme court,10,NER,,,
six weeks,10,Gensim,36.701581777212596,,
quarter earnings,10,Gensim,37.15668338076524,,
were charged,10,Gensim,11.55208735648327,,
wage increases,10,Gensim,326.4037698412698,,
other areas,10,Gensim,17.02676547605494,,
'd like,10,Gensim,35.70816149337964,,
days later,10,Gensim,25.03690682738258,,
colorado sen.,10,Gensim,205.3776529338327,,
corporate trader,10,Gensim,144.91499295278365,,
market value,10,Gensim,13.618170529801324,,
less attractive,10,Gensim,49.05985327448408,,
mccormack & dodge,10,NER,,,
lend one,10,Gensim,24.850075528700906,,
concede that,10,Gensim,13.75538275011497,,
complaints from,10,Gensim,13.67340747390119,,
committee chairman,10,Gensim,21.082596437267718,,
comex yesterday,10,Gensim,23.94264215750484,,
free trade,10,Gensim,17.873478922207738,,
mercantile exchange,10,Gensim,90.86804021210783,,
countries including,10,Gensim,15.071414174728817,,
merchandise trade,10,Gensim,158.42401771956858,,
merrill lynch & co.,10,NER,,,
clean up,10,Gensim,28.34772194651227,,
full power,10,Gensim,31.829483012150764,,
civil war,10,Gensim,105.29153865847414,,
electric corp.,10,Gensim,39.82268215928347,,
give us,10,Gensim,32.237409367039,,
central intelligence,10,Gensim,77.45903569074301,,
carter administration,10,Gensim,41.62639170040486,,
capital spending,10,Gensim,45.33385692239859,,
cost cutting,10,Gensim,132.92461215255332,,
first national bank of chicago,10,NER,,,
last thursday,10,Gensim,11.475933031042901,,
khmer rouge,10,NER,,,
low power,10,Gensim,24.203669373822972,,
duty free,10,Gensim,290.90627763041556,,
domestic market,10,Gensim,17.88125,,
dollar stood,10,Gensim,48.442975352631116,,
exchange reserves,10,Gensim,33.14010878323932,,
discount rate,10,Gensim,103.63982863982865,,
export trading,10,Gensim,12.255460694916264,,
far less,10,Gensim,15.060927600981433,,
decided against,10,Gensim,21.057768618314945,,
death squads,10,Gensim,1413.294673539519,,
make sure,10,Gensim,34.74654134544302,,
court here,10,Gensim,15.64012245324815,,
faster than,10,Gensim,49.634172097513876,,
federal bankruptcy,10,Gensim,59.34613997113997,,
ferdinand marcos,10,NER,,,
financial futures,10,Gensim,28.58414998609953,,
customs agents,10,Gensim,363.63284703801946,,
malcolm baldrige,10,NER,,,
currency futures,10,Gensim,28.671831427774677,,
first bank,10,NER,,,
cross country,10,Gensim,85.0124024598212,,
credit lyonnais,10,NER,,,
might take,10,Gensim,11.985974499089254,,
chinese leaders,10,Gensim,13.398994917573466,,
edwin meese,10,NER,,,
jean louis,10,Gensim,2061.497493734336,,
job security,10,Gensim,69.47107263513514,,
american depositary,10,Gensim,264.0569823434992,,
american express,10,NER,,,
be surprised,10,Gensim,17.321137141352988,,
her mother,10,Gensim,85.68098958333333,,
high levels,10,Gensim,26.6996948745415,,
bank board,10,Gensim,10.435379716322853,,
more efficient,10,Gensim,37.05123873873874,,
auto maker,10,Gensim,217.6025132275132,,
hu yaobang,10,NER,,,
international ltd.,10,Gensim,20.654316492567297,,
i thought,10,Gensim,11.905649316813339,,
have risen,10,Gensim,19.15996971814582,,
are worried,10,Gensim,13.498051282051282,,
been expecting,10,Gensim,51.00691429988837,,
be affected,10,Gensim,14.351799345692475,,
insurance corp.,10,Gensim,20.83744996706693,,
las vegas,10,NER,,,
bit more,10,Gensim,15.184933909319154,,
agriculture department,10,NER,,,
active trading,10,Gensim,39.72459673524582,,
european american bank,9,NER,,,
rowe pitman,9,Gensim,16247.654320987653,,
operating officer,9,Gensim,102.40118269530035,,
rowe & pitman,9,NER,,,
its clients,9,Gensim,10.730207908683244,,
european community,9,Gensim,120.54039201318922,,
opposition parties,9,Gensim,135.25796505652622,,
offered rate,9,Gensim,28.87109512109512,,
first commerce,9,NER,,,
financial sources,9,Gensim,24.540538524651303,,
englewood cliffs,9,NER,,,
roman catholic,9,NER,,,
sin king,9,NER,,,
other parts,9,Gensim,10.760915780866721,,
roebuck co.,9,Gensim,163.54666335280228,,
robert k. ryan,9,NER,,,
k. ryan,9,Gensim,3749.4586894586896,,
john glenn,9,NER,,,
operated by,9,Gensim,17.82795990246546,,
every time,9,Gensim,10.698109219788973,,
exxon corp.,9,NER,,,
faced with,9,Gensim,16.40277189221527,,
securities firm,9,Gensim,23.796832055547522,,
served as,9,Gensim,10.522587351083393,,
ogata said,9,Gensim,12.092138630600168,,
olympic games,9,Gensim,66.811859071987,,
robert k.,9,Gensim,903.8873626373627,,
several hundred,9,Gensim,185.77922077922076,,
olympic officials,9,Gensim,14.379711981818579,,
several times,9,Gensim,25.434059987631418,,
james t. mcgroarty,9,NER,,,
its lowest,9,Gensim,16.76594985731757,,
said timothy,9,Gensim,14.107495069033531,,
finance ministry,9,NER,,,
senate committee,9,Gensim,25.423741910557325,,
open market,9,Gensim,13.1606,,
have contributed,9,Gensim,14.833524943080633,,
industrial policy,9,Gensim,16.77471161812504,,
real return,9,Gensim,33.717462594794014,,
rapid growth,9,Gensim,143.67467248908298,,
georges marchais,9,NER,,,
pull out,9,Gensim,49.11404687266756,,
president walter,9,Gensim,18.861753661822455,,
gold analyst,9,Gensim,15.763085399449036,,
goldman sachs,9,Gensim,10123.538461538463,,
public opinion,9,Gensim,77.87798094561809,,
public offering,9,Gensim,31.296758697771754,,
prof. meselson,9,Gensim,2215.5892255892254,,
products including,9,Gensim,14.982468123861567,,
product liability,9,Gensim,190.48487480098422,,
growth rates,9,Gensim,10.98850267602929,,
gulf states,9,Gensim,52.714091163983014,,
private companies,9,Gensim,11.02006296891747,,
prince sihanouk,9,Gensim,4985.075757575758,,
he feels,9,Gensim,13.691558644222965,,
has grown,9,Gensim,21.29443554520007,,
price decline,9,Gensim,11.660995924153818,,
price cuts,9,Gensim,22.359157322460074,,
general counsel,9,Gensim,148.43898037446425,,
president carter,9,Gensim,11.515596972481077,,
industrial countries,9,Gensim,15.712460750486516,,
gas electric,9,Gensim,116.98311111111111,,
richer countries,9,Gensim,267.11183275827074,,
food industry,9,Gensim,15.114097042779212,,
pan am,9,NER,,,
former chairman,9,Gensim,14.480975330648533,,
reserved for,9,Gensim,12.763650470371449,,
francoise soares,9,Gensim,6092.87037037037,,
francoise soares-kemp,9,NER,,,
peacekeeping force,9,Gensim,604.2516069788797,,
fred katzman,9,NER,,,
house spokesman,9,Gensim,12.291355349671248,,
house senate,9,Gensim,14.471103096410978,,
reported net,9,Gensim,37.360472378356896,,
house budget,9,Gensim,12.03948331381733,,
hourly pay,9,Gensim,276.9486531986532,,
holiday comex,9,Gensim,257.7477477477477,,
friday contracts,9,Gensim,22.677005255449295,,
fringe benefits,9,Gensim,946.1250898634077,,
petroleum corp.,9,Gensim,53.09690954571129,,
high ranking,9,Gensim,149.5182912974324,,
reynolds tobacco,9,NER,,,
morning news,9,Gensim,26.60426942670009,,
economic summit,9,Gensim,39.09166518148874,,
bond issue,9,Gensim,39.85645063597819,,
waste management,9,Gensim,139.93195108984582,,
was unchanged,9,Gensim,11.536189198902536,,
was sentenced,9,Gensim,12.280459469799471,,
banking group,9,Gensim,12.956662137948689,,
bankruptcy court,9,Gensim,84.0395913154534,,
warner lambert,9,Gensim,2150.424836601307,,
bee feces,9,Gensim,5438.264462809918,,
united nations,9,NER,,,
under fire,9,Gensim,33.09094566392598,,
bloc countries,9,Gensim,60.92024255890385,,
boeing co.,9,NER,,,
u.s. ambassador,9,Gensim,10.926828458274867,,
tokyo stock,9,Gensim,13.89568155421814,,
bonds issued,9,Gensim,81.61612403100776,,
broadcast group,9,Gensim,39.82268215928347,,
treasury department,9,Gensim,30.77207257762813,,
brokerage firm,9,Gensim,93.67641825040928,,
brothers inc.,9,Gensim,62.17214663643235,,
trading volume,9,Gensim,20.71035155635288,,
budget authority,9,Gensim,54.48170226858751,,
traded at,9,Gensim,11.199843413583872,,
took off,9,Gensim,14.225830162573505,,
capital gains,9,Gensim,55.897893306150195,,
too far,9,Gensim,11.527903085938526,,
bank of montreal,9,NER,,,
we feel,9,Gensim,13.104904157331342,,
wells fargo,9,Gensim,5042.3754789272025,,
assumption that,9,Gensim,11.004306200091978,,
abc management,9,NER,,,
abc poll,9,Gensim,123.5737089201878,,
air lines,9,Gensim,76.59527412408335,,
xinhua press,9,Gensim,360.3669222343921,,
alpine skiing,9,Gensim,4245.354838709677,,
would add,9,Gensim,12.214694089694088,,
an apparent,9,Gensim,15.643357225213661,,
world airways,9,Gensim,75.76190202060906,,
an extraordinary,9,Gensim,12.961638843748462,,
an orderly,9,Gensim,32.40409710937116,,
wonder if,9,Gensim,48.78632858837486,,
woman who,9,Gensim,16.468247512982543,,
witter reynolds,9,Gensim,1827.861111111111,,
angeles committee,9,Gensim,30.358938869665515,,
another overnight,9,Gensim,92.62809684684684,,
any longer,9,Gensim,21.378492527615332,,
apart from,9,Gensim,15.75176540993417,,
appeals court,9,Gensim,280.1319710515113,,
apple ii,9,NER,,,
wet milling,9,Gensim,3290.15,,
western diplomat,9,Gensim,136.61995224748262,,
assistant chief,9,Gensim,43.271519694877355,,
were concerned,9,Gensim,12.911156457246006,,
capitol hill,9,NER,,,
cedar rapids,9,NER,,,
east germans,9,NER,,,
stereo tv,9,Gensim,182.98943270300333,,
cuban government,9,Gensim,19.24598938301575,,
t. mcgroarty,9,Gensim,3290.15,,
current law,9,Gensim,17.213749444110185,,
surrounded by,9,Gensim,29.713266504109097,,
super tuesday,9,Gensim,436.3594164456233,,
summit meeting,9,Gensim,114.73931996512643,,
data access,9,NER,,,
suit filed,9,Gensim,193.36761680869822,,
day visit,9,Gensim,21.864367357788414,,
days ahead,9,Gensim,51.85421591804571,,
delivery fell,9,Gensim,24.03543055428728,,
depositary receipts,9,Gensim,5982.090909090909,,
cents each,9,Gensim,20.77114898989899,,
state university,9,Gensim,13.263524953640248,,
determine whether,9,Gensim,140.06598552575565,,
state regulators,9,Gensim,29.32920306650027,,
standard oil,9,Gensim,16.61817814480895,,
discussions with,9,Gensim,10.310313760821026,,
special interest,9,Gensim,10.499668908515035,,
drexel burnham,9,Gensim,16247.654320987653,,
dutch shell,9,Gensim,1334.7464503042597,,
each side,9,Gensim,33.71055327868852,,
south dakota,9,NER,,,
south africa's,9,NER,,,
critics say,9,Gensim,31.059662040970455,,
tass said,9,Gensim,17.819993771410775,,
court ruled,9,Gensim,82.66189309716725,,
tax liability,9,Gensim,51.75022610200149,,
chase manhattan,9,Gensim,3133.476190476191,,
chicago mercantile,9,Gensim,336.93292370711725,,
chief operating,9,Gensim,38.12014830263006,,
chinese authorities,9,Gensim,23.00160794183445,,
thus far,9,Gensim,36.03767901640242,,
chinese press,9,Gensim,13.302134713350044,,
claimed responsibility,9,Gensim,731.1444444444444,,
cliffs n.j.,9,Gensim,3427.239583333333,,
coal miners,9,Gensim,602.5915750915751,,
come under,9,Gensim,10.851686634728761,,
communist countries,9,Gensim,12.535934389377328,,
the strait of hormuz,9,NER,,,
concentrate on,9,Gensim,17.598149336756524,,
conclude that,9,Gensim,12.69727638472151,,
conferees also,9,Gensim,26.803120099386977,,
consecutive year,9,Gensim,31.65127465127465,,
the london stock exchange,9,NER,,,
the finance ministry,9,NER,,,
corporate tax,9,Gensim,19.210311204530857,,
tell you,9,Gensim,24.00430452704921,,
tell them,9,Gensim,24.57077779022441,,
tax shelters,9,Gensim,211.31342324983942,,
tax shelter,9,Gensim,115.26186722718515,,
kaiser cement,9,NER,,,
marxist leninist,9,Gensim,4245.354838709677,,
nine years,9,Gensim,15.265569358898517,,
mr. ueberroth,9,Gensim,33.196952880637674,,
lowest level,9,Gensim,232.35522598870057,,
new guinea,9,Gensim,45.54471207087486,,
mr. lear,9,Gensim,28.089729360539568,,
new generation,9,Gensim,25.505038759689924,,
mutual funds,9,Gensim,164.01545363908275,,
new england,9,Gensim,18.217884828349945,,
miss mckenna,9,Gensim,1853.605633802817,,
mr. sun,9,Gensim,13.041660060250516,,
medical school,9,Gensim,154.83058823529413,,
meat cattle,9,Gensim,805.422276621787,,
mixed against,9,Gensim,43.553628752027,,
mr. bieber,9,Gensim,36.516648168701444,,
money center,9,Gensim,23.472569023328816,,
mcdonnell douglas,9,NER,,,
laid off,9,Gensim,116.17761299435028,,
mr. jalil,9,Gensim,26.083320120501032,,
long awaited,9,Gensim,225.97184065934067,,
move toward,9,Gensim,39.23852116875373,,
multi-vest securities,9,NER,,,
mr. ferreira,9,Gensim,33.196952880637674,,
n't necessarily,9,Gensim,24.65085787068255,,
long range,9,Gensim,36.720424107142854,,
largely responsible,9,Gensim,248.12594268476622,,
next several,9,Gensim,11.902289910646457,,
longer term,9,Gensim,78.35556084782091,,
last weekend,9,Gensim,15.34316525794229,,
ms. ember,9,Gensim,2122.6774193548385,,
military spending,9,Gensim,19.682639387413257,,
lawyer who,9,Gensim,13.723539594152118,,
mr. hakanson,9,Gensim,36.516648168701444,,
non communist,9,Gensim,53.383361051393344,,
non oil,9,Gensim,25.020627768588756,,
north america,9,NER,,,
north american,9,NER,,,
nearly half,9,Gensim,32.01391422802793,,
mr. chao,9,Gensim,33.196952880637674,,
nbc tv,9,Gensim,50.06314668289714,,
mr. rostenkowski,9,Gensim,24.34443211246763,,
mr. roland,9,Gensim,16.598476440318837,,
leveraged buyout,9,Gensim,4838.455882352941,,
morgan stanley,9,Gensim,2098.9792663476874,,
morgan guaranty,9,Gensim,3625.5096418732783,,
markets stocks,9,Gensim,44.273026979748366,,
korean officials,9,Gensim,19.07803371845237,,
de france,8,Gensim,142.1435771889401,,
least until,8,Gensim,13.652641188431055,,
sen. baker,8,Gensim,147.87191011235956,,
mr. hassenfeld,8,Gensim,30.430540140584537,,
sen. dole,8,Gensim,105.62279293739968,,
